event_index,bid_price_fp,bid_qty_fp,ask_price_fp,ask_qty_fp
10,6919980000000,1200000,0,0
20,6919980000000,1200000,6919990000000,70100000
30,6919980000000,100000,6919990000000,70100000
40,6919980000000,100000,6919990000000,53900000
46,6919980000000,100000,6919990000000,53900000
